efficiency_class,starting_torque_category,manufacturer,poles,power_band,n_samples,r1_a,r1_b,r1_r2,r1_median_pu,r1_mad_pu,x1_a,x1_b,x1_r2,x1_median_pu,x1_mad_pu,r2_rated_a,r2_rated_b,r2_rated_r2,r2_rated_median_pu,r2_rated_mad_pu,r20_a,r20_b,r20_r2,r20_median_pu,r20_mad_pu,x2_rated_a,x2_rated_b,x2_rated_r2,x2_rated_median_pu,x2_rated_mad_pu,x20_a,x20_b,x20_r2,x20_median_pu,x20_mad_pu,r_m_a,r_m_b,r_m_r2,r_m_median_pu,r_m_mad_pu,x_m_a,x_m_b,x_m_r2,x_m_median_pu,x_m_mad_pu
IE2,Normal torque (IEC design N),WEG,6,1-10kW,30,0.01778228326022827,0.0715846169728567,0.018804377928097638,0.030292225028152042,0.00804351758895841,0.04616442237037145,-0.009487926365092058,0.004063754885595183,0.044316868282551464,0.003006157052832449,0.1003884077834083,-0.17325463198744614,0.2134842317987763,0.026215222520831954,0.003601623936423305,0.020547116642956977,0.01933436656758215,0.005314322242603753,0.023994398678038754,0.004140791398499315,0.14979654491490443,-0.02694542248092068,0.023167687289401773,0.11838830695481832,0.011541133194232264,0.04616442237037145,-0.009487926365092058,0.004063754885595183,0.044316868282551464,0.003006157052832449,9.650359678186954,0.09759605581575677,0.2811191216718274,21.08062202637902,1.7308829787258482,0.7564210575759595,0.04056743423966415,0.056821166901261266,1.051606493630108,0.10693745559002654
IE3,Normal torque (IEC design N),WEG,4,1-10kW,30,0.28029371125485997,-0.28372675091327515,0.29965521958577335,0.029536291865686112,0.005512113463599123,0.016258639589718304,0.1055651849040033,0.32575157056877546,0.039773223382543736,0.0024737295739557658,0.10282590762991445,-0.19992593076475573,0.31937542105749317,0.019745989877115733,0.0033586479380389687,0.01889576912485038,0.009409098795356466,0.013017641790954326,0.02058647317774967,0.001038208368059318,0.07256567370060012,0.012480138476772163,0.004162737569552877,0.0795601806529021,0.009453009923827138,0.016258639589718304,0.1055651849040033,0.32575157056877546,0.039773223382543736,0.0024737295739557658,6.638869252335746,0.1491811439642728,0.2655555122519886,23.230318224447117,2.25761377301742,0.15144290646740433,0.2684847766142157,0.8424091938214846,1.4400882381561546,0.18772264390048998
IE1,Normal torque (IEC design N),WEG,6,1-10kW,29,0.05786617922452208,-0.03495817818438739,0.012589204707673551,0.046981730682123114,0.007295759606942613,0.025361654608764533,0.053343149510791055,0.07417822716348532,0.04001755469720448,0.0033814414776738508,0.25384025771032787,-0.27346954258477374,0.47169611463876904,0.025638108003662462,0.00607721110320247,0.017601939262095113,0.03585089377288434,0.013328024102431502,0.02369648112423715,0.0029689125309923063,0.1571004403582346,-0.04009719579888014,0.039086551532091174,0.11256356603620883,0.00815945018056037,0.025361654608764533,0.053343149510791055,0.07417822716348532,0.04001755469720448,0.0033814414776738508,0.22453530138964461,0.5121335572460747,0.6056190478397002,15.576691931616256,4.332881839011293,0.18821918279076222,0.20588804061163873,0.7241612216292841,1.0444955415933497,0.09245220863472914
IE2,Normal torque (IEC design N),WEG,8,1-10kW,27,0.1025267080675871,-0.12949044693426778,0.13282211327335447,0.03583774644214078,0.007653760073458256,0.027252042800426795,0.04383458442610232,0.07752992051653529,0.04083602784136952,0.0027283364879786623,0.4830627446309652,-0.3708314899264666,0.37715769938676946,0.025665119325964495,0.008450179916655871,0.018947016185431313,0.021164956861762438,0.019335590608132724,0.023307347027972405,0.0017850628171697282,0.47737624303421594,-0.20148103425611127,0.29279744529352225,0.087359987620952,0.02040462301235217,0.027252042800426795,0.04383458442610232,0.07752992051653529,0.04083602784136952,0.0027283364879786623,10.182917997122374,0.06733925379803035,0.02432183182157488,17.39551819614423,3.812596585881188,0.30648363648429705,0.12755326135995126,0.19669870878368279,0.8515517611598796,0.10260950121397383
IE1,Normal torque (IEC design N),WEG,2,<1kW,25,0.08126461289246248,-0.02598962041427034,0.3240467318910163,0.06946084785814816,0.0021128816076735127,0.017771372596515275,0.04631405987522971,0.023444333221238955,0.024037905933501975,0.0038251691435934633,0.11035629631234653,-0.16135484948556536,0.44353362797398743,0.04344153310239546,0.006016569443405853,0.0891072118294297,-0.17946750411450715,0.4786226945355321,0.031238737256175604,0.003689181097820092,0.023305191313653946,0.1993825959896242,0.15197843100816777,0.0777698428301592,0.014366628944190253,0.017771372596515275,0.04631405987522971,0.023444333221238955,0.024037905933501975,0.0038251691435934633,2.9384187217696036,0.07164495397252124,0.03237003554284268,4.851141569179187,0.7240899034060595,0.4619297369941208,0.14882828659272893,0.33255900537136474,1.1066433661455481,0.13721848214628313
IE3,Normal torque (IEC design N),WEG,2,<1kW,23,0.05614269752845057,-0.013218838285663479,0.024662838890660566,0.05301844089727541,0.002925783627480548,0.029544737781514025,-0.03165810638612172,0.009434510985606326,0.0246716978723072,0.003270661829446804,0.043219936225212106,-0.015171893778324636,0.0064401038150908585,0.03842800124382367,0.0039273643849795856,0.0634493824383362,-0.14118983385545222,0.13880493906502434,0.029386117256380104,0.005242579780883865,0.022539421006598045,0.1704193571127897,0.1367936972772894,0.06110704664066367,0.011576967546227224,0.029544737781514025,-0.03165810638612172,0.009434510985606326,0.0246716978723072,0.003270661829446804,8.748014353670094,-0.036957060054281565,0.046479356997791266,7.316104215596312,0.7188870812765096,1.5003252364634658,-0.04001007966783977,0.032823408951528577,1.1936081800476301,0.11273213261252435
IE3,Normal torque (IEC design N),WEG,4,<1kW,23,0.05100371992435989,-0.004256502529094505,0.0006786686613675652,0.04853265155819024,0.0045134398930163355,0.022982908555041027,0.050861372065508795,0.02480718963135853,0.030889351583764456,0.004290762818537776,0.06032391307842317,-0.08536114656035176,0.10492294887290277,0.03776660855589632,0.005209763716717865,0.028253618750076197,-0.016230490156299168,0.00373001969488862,0.02709636994603924,0.003052046176328118,0.10053848950008659,-0.03817230014108631,0.008875097277579624,0.08506733627344318,0.016167821280459238,0.022982908555041027,0.050861372065508795,0.02480718963135853,0.030889351583764456,0.004290762818537776,1.8991047616836478,0.21785107330288495,0.16820176095891803,6.489207370060898,1.6772109491114708,0.3371530085492791,0.12770054029256125,0.15535298372587714,0.6944635032635387,0.10537169963925985
IE3,Normal torque (IEC design N),WEG,8,1-10kW,23,0.030628093022830264,0.003619918264261696,5.519539759901715e-05,0.029179271079632897,0.005196593319288262,0.037596111654395296,0.012520367874854877,0.0040603507310065234,0.042423458497600895,0.003198601427055456,0.14376669909282583,-0.20102904489279874,0.26011859083848754,0.033184911957544326,0.006188473297816254,0.010191134105234012,0.10125812150771218,0.7592865748168466,0.02235793319964216,0.0009024923206374762,0.32884814164523,-0.12957467594674857,0.5761060973310166,0.12118162523548094,0.010861497362509645,0.037596111654395296,0.012520367874854877,0.0040603507310065234,0.042423458497600895,0.003198601427055456,3.070801891898491,0.2196924016028322,0.1696031923277379,17.297373321179784,3.3227359540603008,0.46621917488765163,0.08907646831303821,0.11751484561385384,0.9286305771528104,0.10249665870235858
IE1,Normal torque (IEC design N),WEG,2,10-100kW,22,0.15374850795482348,-0.17129164166662664,0.14792800038664766,0.027959843124876135,0.0038611196203915295,0.028546445217667495,0.027033321698338796,0.011631045607266466,0.03828796406109017,0.0035671312115204447,0.7501673971882167,-0.4076468136900218,0.5535206660809097,0.0143462852381071,0.002453892949322736,0.009149204187327599,0.10072847917144029,0.1264983656852915,0.024910895614892195,0.0024469318146500083,0.016004687504823728,0.16714313206315246,0.25830491010160417,0.08259378718171091,0.008969871568179022,0.028546445217667495,0.027033321698338796,0.011631045607266466,0.03828796406109017,0.0035671312115204447,0.5706201068681993,0.35628147714412395,0.5447481100462879,19.375174898158626,2.654841608887482,1.0420532949267585,0.05636775421740309,0.05388437600575813,1.899597916761824,0.14320801409823525
IE1,Normal torque (IEC design N),WEG,8,1-10kW,22,0.07328293094720141,-0.04047537325436811,0.02028661941653087,0.05459176076053802,0.006849466602285768,0.05036381902535473,-0.05591663357503261,0.07467120165976793,0.03263238501933963,0.0034448725605454172,0.18637450771457761,-0.2500679183757616,0.30487210844183965,0.029170999651242813,0.007684953442699684,0.01893910557498653,0.018351948740611298,0.010764652283547949,0.02181611590562896,0.0022307121279100325,0.19317748374338242,-0.0971658967554283,0.11817367151429892,0.0923862394984583,0.011915181328371077,0.05036381902535473,-0.05591663357503261,0.07467120165976793,0.03263238501933963,0.0034448725605454172,35.27782192776979,-0.10305354770138213,0.09805522354961105,16.248613222957946,3.256279930203563,1.0629582634052945,-0.03594056129762671,0.04616560648857093,0.7993612406414528,0.06460877078169469
IE3,Normal torque (IEC design N),WEG,8,<1kW,22,0.08091648022878868,-0.10260308530376848,0.057532816323801805,0.04627016763191876,0.010062958704881227,0.044609457581438375,-0.025710929038656957,0.04777169746996879,0.04201569982508326,0.003922280094297584,0.04528521954900575,-0.02180813195699924,0.013833498503472264,0.03976497342098776,0.004798745218748436,0.027153101606332296,-0.0035996926695342738,0.00015693910520653276,0.027188265796846876,0.0035794443402279823,0.07502397546034804,0.07999163315543809,0.19336752814732394,0.1225698537362548,0.011236131385342893,0.044609457581438375,-0.025710929038656957,0.04777169746996879,0.04201569982508326,0.003922280094297584,1.0142485111538062,0.2762508072670001,0.24939288264888493,5.22471727900339,1.7191187152121885,0.36476584940785195,0.06416203628393831,0.25076288597558727,0.5214898506650562,0.035533537673819504
IE1,Normal torque (IEC design N),WEG,4,<1kW,21,0.047980514376321504,0.01409534669418231,0.0011200265851157853,0.052198724117983264,0.010891773466679758,0.05648545796057953,-0.10716703970338978,0.1185725429458746,0.03133914449132002,0.004315749357400971,0.08384940595173666,-0.12841335621386069,0.12502531233813208,0.03994204998053186,0.00878282483481341,0.04616494114980738,-0.1233457536397012,0.14573593157414844,0.02367017715098763,0.005476260372460967,0.11268396481198653,-0.005778736940656167,0.0002896123450616406,0.10605357837657117,0.018971930977339055,0.05648545796057953,-0.10716703970338978,0.1185725429458746,0.03133914449132002,0.004315749357400971,0.8479236920043609,0.29838027253036536,0.28737688833265573,4.631120195867263,1.2980506644849463,0.45075586880112806,0.06307048330880224,0.05729782877090106,0.6300974556935646,0.09113045274418446
IE3,Normal torque (IEC design N),WEG,2,10-100kW,21,0.0012985300783777069,0.26530809853530496,0.1253948480910947,0.019316859391001837,0.003873499242642929,0.009368188712884402,0.1503648148813639,0.19869870309772197,0.04063066462894606,0.003950443774826853,0.6915480446065488,-0.4059322959759332,0.6170853937523035,0.012159500691186547,0.0024172620114326446,0.010064143209263889,0.08573927893641381,0.09056237697811487,0.024000554357285712,0.0017398332463129454,0.004015055492215039,0.31971861065056073,0.6405422314800834,0.09016379519905009,0.013336738384732358,0.009368188712884402,0.1503648148813639,0.19869870309772197,0.04063066462894606,0.003950443774826853,0.15579835858794253,0.4968770424163204,0.6592460723036027,19.76784746361445,4.7024567365735574,1.527137601335658,0.022379948441275898,0.010670779926529428,1.9189010026661923,0.1293187010166672
,,,2,1-10kW,20,4.483794623566814e-09,1.7272790661906552,1.0,0.017539790636713973,0.004589011844356689,0.2498080095386023,-0.20959999590968229,0.998305656228032,0.03982865281668839,0.0012724300128206453,0.01643847361242026,0.006055830967450732,0.7499375389424445,0.017337691869823604,1.8050970412981232e-05,0.00834096200057864,0.12789285372879836,0.9805131037524131,0.025574459688855515,0.000511097455219621,0.5969410156479782,-0.2496503378480353,0.9994117643816348,0.0669560323992077,0.002593587243409204,0.2498080095386023,-0.20959999590968229,0.998305656228032,0.03982865281668839,0.0012724300128206453,2.750261919497807e-05,1.5424884932600362,0.9999999193514154,21.1346340059046,4.960198690207218,3.56255371035525,-0.077469579394249,0.9978600823715577,1.8073764089801545,0.021276891155891042
IE2,Normal torque (IEC design N),WEG,8,<1kW,19,0.1507755342025269,-0.1920064640198498,0.08391210497292934,0.05348640021158642,0.02488635604336445,0.022593407096649528,0.04579603721347377,0.008451876745889764,0.03330248520262749,0.007528553213068508,0.025276118653372023,0.012823198918910041,0.030416885737745147,0.028267126743796365,0.002218150985232245,0.038332177932875314,-0.1023595235653134,0.0813205288787976,0.021710986693664967,0.004208163579392271,0.12005549372181633,0.013908695388202361,0.03609567689852822,0.12814426017997527,0.006392036629382591,0.022593407096649528,0.04579603721347377,0.008451876745889764,0.03330248520262749,0.007528553213068508,14.653581850384478,-0.22843335687956576,0.06098223734033492,5.574135649238599,3.9842749136343665,0.6506769325855757,-0.04532097584185079,0.14570499664146452,0.48443210274062776,0.04138268900520009
IE3,Normal torque (IEC design N),WEG,6,<1kW,18,0.025373692487618137,0.0642030998361098,0.03721949276847769,0.03741047912216058,0.00525635114826211,0.03696546199788515,0.024377981570302222,0.007817507427410164,0.04428828762723129,0.006497513619288839,0.04097010057130833,-0.007249556704989908,0.0009068516632914081,0.03903145360020776,0.004318777455577134,0.020510975594405498,0.04591667378965728,0.022649294140589915,0.027333713566716357,0.003476981608337107,0.10043113541854756,0.019487941532150572,0.0029057895690527413,0.11855122418201923,0.02498370514155282,0.03696546199788515,0.024377981570302222,0.007817507427410164,0.04428828762723129,0.006497513619288839,7.494688901309989,-0.07428758344829424,0.009509490204691828,5.285348972020496,2.120789724666772,0.7784341658359888,-0.005218598097516129,0.0033934182799820745,0.7210134890467261,0.08177714374353473
IE2,Normal torque (IEC design N),WEG,6,<1kW,17,0.048643309520493304,0.006658065916749777,0.0005804627642788107,0.05072670204283868,0.006060991597355979,0.030409894396538545,0.0029805974752985195,0.00015945470567357845,0.031336047203404986,0.004366051426257102,0.03378398232116427,0.03310564681718546,0.007482747844053783,0.037774096273734854,0.008410118799579078,0.04025519009874546,-0.11873406575869677,0.37627923017094556,0.020432682484287267,0.002264860338454678,0.059810067046435655,0.1235485394558613,0.11297409272680736,0.12779697943448223,0.025020050440350355,0.030409894396538545,0.0029805974752985195,0.00015945470567357845,0.031336047203404986,0.004366051426257102,8.070211186621268,-0.0600807779279645,0.009074065663600583,7.245176899673078,3.381105101051727,0.6151969048166416,-0.06526483773818033,0.024068493999633844,0.47999852652675346,0.11148448905122832
IE1,Normal torque (IEC design N),WEG,4,10-100kW,16,0.09898487074259149,-0.11984955172059686,0.06398644504291584,0.031243188129059726,0.004051917302577611,0.04738216757151045,-0.019712264920066443,0.005526312742325179,0.04026400079033511,0.003021597504455218,0.218215477394553,-0.2794633944387581,0.21678963663512751,0.014001419129477402,0.002583181572466479,0.010599946927464842,0.09495891982755658,0.17587538953509385,0.026963305701324988,0.0020509926665666766,0.10102019683214351,-0.006502417281641828,0.00029645778787523724,0.09609419461360841,0.011338850754928118,0.04738216757151045,-0.019712264920066443,0.005526312742325179,0.04026400079033511,0.003021597504455218,0.26978504485810184,0.45342211832459234,0.5899075474105062,24.988861825043223,4.559395859881132,0.8837222231996597,0.05518059284433042,0.07465478593312302,1.5202390380504573,0.0940769969296682
IE1,Normal torque (IEC design N),WEG,6,<1kW,16,0.0690932271200575,-0.019987966635463775,0.020945619447711117,0.06308094379876998,0.005245253445488263,0.014394392909901946,0.10447819615003255,0.6130839970951845,0.025857967452323584,0.0031433140523926748,0.07215171753471551,-0.062352572053031165,0.0379718884526179,0.05670456220061371,0.00830728279643294,0.018596574680759568,0.06419880581484906,0.03490501509521571,0.026300592394936737,0.004284357975935918,0.1160642307456054,0.031298875945610434,0.010712229065321988,0.13852975183546506,0.017009575881891503,0.014394392909901946,0.10447819615003255,0.6130839970951845,0.025857967452323584,0.0031433140523926748,190.20038930760106,-0.645748583440531,0.6012281242487665,5.792775100668921,2.6274191307338945,0.6642903009905788,-0.05818140687639488,0.021337307302672248,0.4856825267152605,0.12636680441589304
IE3,Normal torque (IEC design N),WEG,4,10-100kW,16,0.0012898535192173409,0.2456822497111332,0.2557884728994174,0.014933560965133432,0.0021787003638851932,0.0694600827514488,-0.0468785697601197,0.08744234580764088,0.0434621797652761,0.002472171813455302,0.8311911150013573,-0.42412837844256784,0.4941584292636805,0.01289299138009764,0.0031825112306601306,0.07406641986735578,-0.09866556621502454,0.10985467758153189,0.02879725038782019,0.002795431599190072,0.3091096516479004,-0.12280502475259478,0.7028709923281364,0.0916594840938981,0.00534809528707892,0.0694600827514488,-0.0468785697601197,0.08744234580764088,0.0434621797652761,0.002472171813455302,0.016878810055158282,0.7461235815549843,0.8453351689736515,28.000957024619815,8.41546069042526,1.8897194507875423,-0.013690665458867005,0.01756242222304194,1.6435380746018857,0.04381829292026096
IE1,Normal torque (IEC design N),WEG,8,<1kW,15,0.0265670634591448,0.1518933338535044,0.20418701440209153,0.06662589947812902,0.009157138978721249,0.07308238085966501,-0.22223775774255597,0.05030389965168469,0.020168939590931457,0.012049627818981584,0.11253645461211977,-0.17092686505432514,0.2612817989908036,0.04143163194519675,0.006301829821370952,0.011896364526877895,0.0928393705413519,0.025857900129552913,0.02084361239130675,0.005510176349889186,0.10553734471101885,0.014971086302194554,0.004434777687259195,0.12351545794293856,0.013779186217210963,0.07308238085966501,-0.22223775774255597,0.05030389965168469,0.020168939590931457,0.012049627818981584,1.8151944351041622,0.2121379356143732,0.02121764170185403,8.066410442059638,5.9002373997592485,0.29710433046655005,0.040090636456340034,0.006251828236894741,0.37299382488891064,0.09576506884175737
IE2,Normal torque (IEC design N),WEG,2,<1kW,12,0.03111527828440399,0.10388849724976437,0.08603858795776131,0.05739069591470278,0.008990796294351733,0.12392995169259582,-0.27399811657504497,0.284940925630607,0.026701872651339057,0.00696116394148023,0.2462898562196638,-0.3032514367209686,0.5053124303652448,0.04925119840353556,0.008555247950077803,0.11423118946352412,-0.2426921234937147,0.2922079233817312,0.03050966139739852,0.004778998649252495,1817.962003888012,-1.9170247827277869,0.20574624557379007,0.07228708435333982,0.026933797130943654,0.14032833292273714,-0.298202000385748,0.3526047541993943,0.026701872651339057,0.0068902701542369466,6.09427939409085,0.022888570523361417,0.003114947920271116,7.271210529621032,1.587013398360683,5.741509383029865,-0.2686689446127133,0.5168668623685642,1.1292292978838516,0.23084685020025741
IE2,Normal torque (IEC design N),WEG,4,<1kW,12,0.014114942568549697,0.19094658998033834,0.12234550625489726,0.04983002345059847,0.012226303404205795,0.10072915413222075,-0.18407221728504392,0.16699613561340299,0.03370382425051744,0.0070296837962464664,0.19335354394399992,-0.29628600068111105,0.2257606251839479,0.0362446640880195,0.007153751111449259,0.03049032052563917,-0.027555488490594235,0.013569201112177187,0.02464343813832538,0.0029542699676313074,0.5793114855883281,-0.293959838507866,0.2656261859402884,0.09891095549869297,0.02913383841209348,0.10072915413222075,-0.18407221728504392,0.16699613561340299,0.03370382425051744,0.0070296837962464664,0.08947089339243434,0.7406203255192679,0.6749091399168488,8.845561889885712,2.496585805824509,0.28377979333093745,0.19790717225182317,0.32558808392166816,0.9545983846212519,0.15476318171845338
IE1,Normal torque (IEC design N),WEG,6,10-100kW,11,1.6232898537763105,-0.4091159111265467,0.22295526578731995,0.029971771064693384,0.006536279089260834,0.03867168114430215,0.00608700972042645,0.0028063273963500057,0.04120435797392016,0.0018017750240060526,0.01492061689770584,0.010762866101623702,0.019062119670860245,0.017012974070281187,0.000940182539723184,0.0020948354232742106,0.2651124491733316,0.15711487846294703,0.027854862620484682,0.0034553915083310495,0.03420824243003853,0.10369610146268779,0.16237224339730305,0.0957091319965796,0.008986134235219573,0.03867168114430215,0.00608700972042645,0.0028063273963500057,0.04120435797392016,0.0018017750240060526,4.735278234493539,0.1680685608805509,0.22272495837774142,24.83187039442113,1.7368235928824696,0.024105958096066093,0.42726472487658473,0.27535763663429536,1.4747875642241481,0.2679217742843132
IE2,Normal torque (IEC design N),WEG,6,10-100kW,10,60.81575146457558,-0.8117947793585899,0.5657811290641773,0.020249222319904704,0.0036054025630311865,0.004160312054169411,0.24524598487290156,0.12993549953064942,0.0455840144278298,0.007507956429890026,0.011924261959450424,0.03518495333468772,0.5664673996141869,0.016996993208582785,0.0003338363937482724,0.0025913419846110225,0.24419613999506215,0.09874823393465659,0.03063137165034311,0.004355779593449212,0.008243312281406382,0.25911305991954275,0.05898245162238547,0.1040093707210718,0.015539005469160365,0.004160312054169411,0.24524598487290156,0.12993549953064942,0.0455840144278298,0.007507956429890026,0.550860053999829,0.3964524980663777,0.19193150328766084,25.988226928304645,4.45171545722639,0.07600736249296845,0.311450243496746,0.24094112940680912,1.5744867001671983,0.2364346191085469
IE2,Normal torque (IEC design N),WEG,8,10-100kW,10,3.0212908614682332,-0.4861453042997216,0.5490547547806941,0.029024331621267427,0.0030817012537995014,4.1951116473278103e-07,1.2148627160929772,0.7367401138341163,0.04234914838493692,0.00809011628365415,0.023336407998431074,-0.019278996707563643,0.000586299884382413,0.0205264018035176,0.002020491427115585,4.8643707722571115e-08,1.383994263186128,0.650552917060099,0.02436454872115453,0.005245935518752267,4.938387764442283e-07,1.2982208862631426,0.7248631124147669,0.1179647653085257,0.02588772386193121,4.1951116473278103e-07,1.2148627160929772,0.7367401138341163,0.04234914838493692,0.00809011628365415,46.283619738770014,-0.04783458662111192,0.003535981905184782,29.046309462569756,3.93028627790596,0.03899894304481677,0.36451968214262437,0.4008466412301833,1.2467304558996593,0.15367303882467653
IE3,Normal torque (IEC design N),WEG,6,10-100kW,10,0.015235189614334755,0.01744341574043076,0.00030500603093197576,0.018295951389280782,0.004163664431321049,0.002241454873870585,0.30660024294369537,0.22250872905578534,0.04257754153698755,0.006129374033599956,0.024393891014099972,-0.03586718924255333,0.0041498544717034624,0.017856761424337037,0.0022054809488807527,0.003688474151007399,0.20836834744218863,0.07901775142603162,0.027765814136335436,0.005227416063828252,0.23307273714615442,-0.10692176954383865,0.060956449592435735,0.08958845469906207,0.010253825085555786,0.002241454873870585,0.30660024294369537,0.22250872905578534,0.04257754153698755,0.006129374033599956,0.23551944898614133,0.4841324847611668,0.3791284677570679,24.985480018390593,4.410933734391403,0.012708189709399055,0.49970840878330774,0.6949516389103827,1.6314405716140945,0.2053050725204003
IE2,Normal torque (IEC design N),WEG,4,10-100kW,8,0.10382003753463352,-0.14903491937751825,0.08479567906344598,0.024102224435337476,0.0033876792164566575,0.03520980355933932,0.019296064538590667,0.004961441793953414,0.04317335225755477,0.00346129352110398,0.04195052056162951,-0.10689077969831641,0.05385539482649315,0.015137104533509154,0.0017467640185609753,0.020443814227297002,0.029620180165030444,0.012663588669825865,0.02769586314264881,0.0022496086029291894,0.0967597666203236,0.000586508071280596,3.925013156380608e-06,0.09923388792161512,0.009349255484091205,0.03520980355933932,0.019296064538590667,0.004961441793953414,0.04317335225755477,0.00346129352110398,0.11386295715569529,0.5508428666532871,0.5291484164261293,28.152708259389314,4.317591015266544,0.3741203970992379,0.1443534353356666,0.30052187053018853,1.5559070733805695,0.1264289328826752
IE1,Normal torque (IEC design N),WEG,10,<1kW,7,1.8226151721889683,-0.6829791063053187,0.8017540779914197,0.046262508711317096,0.01014911289630012,0.02188781688419848,0.046560033121401764,0.8633220493591636,0.029065317227193577,0.0008607978168198114,0.18931766053025803,-0.2995496845594351,0.4668016804677323,0.03431849466418316,0.008591901434082772,0.16349341515444754,-0.4343466791394361,0.4706766933337396,0.013674962144134366,0.004280330599825228,0.14426181891094278,-0.011915859774698884,0.40319430731856143,0.13396621603158304,0.0015955071540276755,0.02188781688419848,0.046560033121401764,0.8633220493591636,0.029065317227193577,0.0008607978168198114,6.385767489937864,-0.07527968159165424,0.513754365533778,4.445642237184206,0.5661040682731899,0.02499693147179569,0.4375945610694981,0.7339540564230175,0.3153002531695679,0.10391479662710602
IE1,Normal torque (IEC design N),WEG,12,<1kW,7,0.05777334130797928,-0.013476806843324479,0.2632093234090821,0.05246325531318865,0.0016721295528913799,0.028675724906379887,-0.06656442014965369,0.22046432853038467,0.019400967119807697,0.0020967411088659293,0.022724172987374534,0.05656496065821653,0.09310565315786479,0.03169559426314409,0.0032461829149406235,0.016530233185633895,-0.022669293753332855,0.744987748637089,0.014279663283471185,0.00021883155949114705,0.7657320244741286,-0.2908749400197634,0.8249826325319938,0.13619945419421306,0.020116447329453543,0.028675724906379887,-0.06656442014965369,0.22046432853038467,0.019400967119807697,0.0020967411088659293,3.6630779027481937e-06,3.8030750663047797,0.24058667009544876,161926.4503502601,161923.3763075284,0.011569636876750895,0.5111597308374284,0.8990753277130535,0.24534521539572218,0.07234488635894853
IE1,Normal torque (IEC design N),WEG,8,10-100kW,7,3.3456147818331834,-0.48950694638292525,0.2891824640037963,0.03489300502555885,0.003473331227027386,9.361223154738754e-06,0.8890249202104168,0.354404780230858,0.04553065788523484,0.009493948458578691,0.002167261759609083,0.21993597756990155,0.024674300545206806,0.016625552261629144,0.0038252680541340477,2.619150739845845e-05,0.7314331102049282,0.28562780971734913,0.025851772048326272,0.007230080839344937,0.0015349451513036795,0.4652455166603323,0.5147931039025642,0.12860715795332503,0.01575837836987426,9.361223154738754e-06,0.8890249202104168,0.354404780230858,0.04553065788523484,0.009493948458578691,6.573785495273741,0.1557331524412489,0.04794690417719305,28.84980895284431,3.5168722767328227,0.09584923122694813,0.25871366894071623,0.39056232117711465,1.180209953329361,0.07707493932849752
IE2,Normal torque (IEC design N),WEG,2,10-100kW,7,0.0275141158118116,0.0037907032764938793,0.00024008184692969614,0.02776997797990714,0.0025980977918682244,0.042128439723189935,-0.011775581380625627,0.06462904342091658,0.03837000163709554,0.0011037887487420697,0.02818655716092129,-0.052751479661030484,0.08646737494528345,0.01644932612721965,0.0017759183145245952,0.024352491280584643,0.008022895685563807,0.009749688558462255,0.025945822402238864,0.0007639390974095786,0.005072885017440595,0.28946525585022365,0.9543296241144351,0.0834771096507142,0.007866599207130218,0.042128439723189935,-0.011775581380625627,0.06462904342091658,0.03837000163709554,0.0011037887487420697,1.2316295013355107,0.3124705064946572,0.9878541588207629,26.631705125725382,3.7354067385715304,2.4181291744982403,-0.032115590242163754,0.07702451541903055,1.7815654661489506,0.05810611373706043
IE1,Normal torque (IEC design N),WEG,10,1-10kW,5,0.2226732500255532,-0.21448461925813941,nan,0.0495833762769426,0.0,0.1804741222841007,-0.24448834419876928,nan,0.03257090881421657,0.0,0.18542690428930242,-0.24062241477912621,nan,0.03438313683431416,0.0,0.13700246777307892,-0.2838408911172039,-3.0,0.018769676175913578,0.0,0.3590501647885669,-0.14626354294370048,nan,0.12891702083469714,0.0,0.1804741222841007,-0.24448834419876928,nan,0.03257090881421657,0.0,3.6268743207190695,0.18397246409503168,nan,13.1542173382914,0.0,0.7750821817897648,-0.03638209805850379,nan,0.6007523885279822,0.0
IE3,Normal torque (IEC design N),WEG,8,10-100kW,2,nan,nan,nan,0.02864493400063951,0.008795996452876122,nan,nan,nan,0.04995209877804621,0.008721066755104478,nan,nan,nan,0.018114646683140216,0.00276166061323733,nan,nan,nan,0.029712890422881135,0.004312927263327961,nan,nan,nan,0.12387444162046579,0.023126155312380166,nan,nan,nan,0.04995209877804621,0.008721066755104478,nan,nan,nan,33.71176637378446,8.26924289081828,nan,nan,nan,1.1318712582104755,0.011555628556105924
IE1,Normal torque (IEC design N),WEG,12,1-10kW,1,nan,nan,nan,0.051039560876260166,0.0,nan,nan,nan,0.020456949225591284,0.0,nan,nan,nan,0.036405565529781046,0.0,nan,nan,nan,0.014429975528560355,0.0,nan,nan,nan,0.12913603489512662,0.0,nan,nan,nan,0.020456949225591284,0.0,nan,nan,nan,848805.6132056225,0.0,nan,nan,nan,0.35470322793752734,0.0
