motor_id,manufacturer,efficiency_class,starting_torque_category,group_id,frequency_hz,poles,rated_voltage_v,rated_power_w,rated_speed_rpm,rated_current_a,rated_torque_nm,ist_in,mst_mn,mk_mn,r1,p_rot,s_r,s_k,i2_rated,r2_rated,r20,g_r,r2k,x2k,x20,g_x,x2_rated,x1,e_internal,r_m,i0p,i0q,x_m,converged,status,error_type,error_message,elapsed_ms,row_index
WEG_W22_IE2_50HZ_2P_0p12kW_001,WEG,IE2,N,,50.0,2,460.0,120.0,2865.0,0.4,0,5.5,3.5,3.6,73.75300891597053,32.217169990933215,0.045,0.3084345884812358,0.307489884262093,33.95102088000036,30.288607156765174,0.1168056616587093,33.37835746272765,111.52628131985774,30.611864039104187,1.5546731819244024,139.86505217321258,30.611864039104187,235.9437193888399,5183.8294984978365,-0.012662523121792335,0.2317762627830023,1017.9805151562881,True,ok,,,0.233,1
WEG_W22_IE2_50HZ_2P_0p12kW_002,WEG,IE2,N,,50.0,2,380.0,120.0,2865.0,0.4,0,5.5,3.5,3.6,50.33050324889484,32.2171699909332,0.045,0.3084345884812358,0.2527109312060263,34.85595319610667,30.288607156765174,0.14372330223595628,34.13395137918263,67.64883321156657,29.34903157970981,1.0041683745200647,78.30207247033184,29.34903157970981,196.74164162774497,3604.345778472162,0.03998757220622745,0.2546025168068764,772.7403644520111,True,ok,,,0.201,2
WEG_W22_IE2_50HZ_2P_0p12kW_003,WEG,IE2,N,,50.0,2,400.0,120.0,2865.0,0.4,0,5.5,3.5,3.6,55.76787063589447,32.217169990933236,0.045,0.3084345884812358,0.26753468032013805,34.49642692823036,30.288607156765174,0.13311364248177698,33.834110968072956,77.42038507994033,30.056473414548954,1.1377674035788208,91.37309143868696,30.056473414548954,206.54042523278548,3972.3179224629484,0.02548433311307491,0.25005066737290343,825.9942970868755,True,ok,,,0.146,3
WEG_W22_IE2_50HZ_2P_0p12kW_004,WEG,IE2,N,,50.0,2,690.0,120.0,2865.0,0.2,0,5.5,3.5,3.6,165.94427006093383,32.2171699909332,0.045,0.3084345884812358,0.11263923076392666,143.08117814970956,121.1544286270607,0.17022018583536494,139.57775217580524,209.43492161964684,110.3759054380173,0.7702236884941829,234.2961798248812,110.3759054380173,359.1166689756619,12008.948828137549,0.033532735533219574,0.1304676342055579,2752.534535958985,True,ok,,,0.247,4
WEG_W22_IE2_50HZ_2P_0p12kW_005,WEG,IE2,N,,50.0,2,415.0,120.0,2865.0,0.3,0,5.5,3.5,3.6,60.02888450166835,32.217169990933215,0.045,0.3084345884812358,0.14795567258549136,65.98000013416767,53.84641272313811,0.20794858134042588,64.01175140236194,70.63590299308464,45.05285922074905,0.5407646450114878,76.42377508236741,45.05285922074905,217.23038113326126,4394.151177826813,0.07116767908277671,0.19899378403427603,1091.6440540466533,True,ok,,,0.16,5
WEG_W22_IE2_50HZ_2P_0p12kW_006,WEG,IE2,N,,50.0,2,500.0,120.0,2865.0,0.3,0,5.5,3.5,3.6,87.13729786858529,32.2171699909332,0.045,0.3084345884812358,0.1866775623667605,62.155942625249224,53.84641272313811,0.14685286788414284,60.840715956131234,116.1331829405882,51.79940845705098,0.9708452771632554,133.7708889732442,51.79940845705098,259.0535331027257,6249.034260168529,0.032797646241990275,0.19172265424359813,1351.1889563847712,True,ok,,,0.243,6
WEG_W22_IE2_50HZ_2P_0p12kW_007,WEG,IE2,N,,50.0,2,525.0,120.0,2865.0,0.3,0,5.5,3.5,3.6,96.06887090011517,32.217169990933215,0.045,0.3084345884812358,0.19723070330915432,61.50710917462024,53.84641272313811,0.1361148142954911,60.299838507262294,132.06092853151938,53.08475348437801,1.0959224658393276,154.9140025605249,53.08475348437801,271.3057241268977,6854.121199788989,0.022449917242209155,0.18866297079333683,1438.0443760958715,True,ok,,,0.276,7
WEG_W22_IE2_50HZ_2P_0p12kW_008,WEG,IE2,N,,50.0,2,575.0,120.0,2865.0,0.2,0,5.5,3.5,3.6,115.239076431204,32.2171699909332,0.045,0.3084345884812358,0.08839726109961474,153.78798855273655,121.1544286270607,0.2440635945450226,148.41765492260447,128.2833657698103,93.80748635356757,0.3763773412558414,135.51143656092498,93.80748635356757,302.3359992319208,8511.646720424713,0.05765037420818232,0.13378781007832993,2259.817236375343,True,ok,,,0.246,8
WEG_W22_IE2_50HZ_2P_0p12kW_009,WEG,IE2,N,,50.0,2,690.0,120.0,2865.0,0.2,0,5.5,3.5,3.6,165.94427006093383,32.2171699909332,0.045,0.3084345884812358,0.11263923076392666,143.08117814970956,121.1544286270607,0.17022018583536494,139.57775217580524,209.43492161964684,110.3759054380173,0.7702236884941829,234.2961798248812,110.3759054380173,359.1166689756619,12008.948828137549,0.033532735533219574,0.1304676342055579,2752.534535958985,True,ok,,,0.142,9
WEG_W22_IE2_50HZ_4P_0p12kW_010,WEG,IE2,N,,50.0,4,460.0,120.0,1435.0,0.4,0,4.5,2.4,2.9,,,,,,,,,,,,,,,,,,,,False,error,ZeroDivisionError,float division by zero,0.128,10
