motor_id,manufacturer,efficiency_class,starting_torque_category,group_id,frequency_hz,poles,rated_voltage_v,rated_power_w,rated_speed_rpm,rated_current_a,rated_torque_nm,ist_in,mst_mn,mk_mn,r1,p_rot,s_r,s_k,i2_rated,r2_rated,r20,g_r,r2k,x2k,x20,g_x,x2_rated,x1,e_internal,r_m,i0p,i0q,x_m,converged,status,error_type,error_message,elapsed_ms,row_index
WEG_W22_IE5_50HZ_2P_75kW_001,,,,,50.0,2,400.0,75000.0,2984.0,131.0,,9.0,3.5,4.0,0.009792163506955012,1888.5378462878255,0.005333333333333333,0.036555210486664984,114.97757720243662,0.0103511513847825,0.06328530518222433,-1.81540294470459,0.010651921935065931,0.16439669349327596,0.09086783864939972,0.6040190430296907,0.16597087158042606,0.09086783864939972,223.96763403571438,79.68307523328936,-1.3754097043568834,52.15945459051776,4.293902913555967,True,ok,,,0.19,1
WEG_W22_IE5_50HZ_2P_90kW_002,,,,,50.0,2,400.0,90000.0,2984.0,156.0,,9.5,3.4,4.1,0.008525858276456863,2044.1289994871315,0.005333333333333333,0.03546461526322338,136.50599371016773,0.00872901645610946,0.046690250113407876,-1.6813723186131113,0.008955311261374268,0.1340847154608325,0.07285976307325444,0.6210472768705905,0.13535831892474667,0.07285976307325444,224.18082848828806,73.7581295617419,-1.3130047957866964,62.84426746461496,3.5672438797144883,True,ok,,,0.428,2
WEG_W22_IE5_50HZ_2P_110kW_003,,,,,50.0,2,400.0,110000.0,2985.0,184.0,,9.5,3.3,3.8,0.005884675563901466,2461.5729315451185,0.005,0.032224185193516386,166.56270565917086,0.0067253671232782595,0.03979966650379283,-1.7824336864239363,0.006892120117825219,0.12246867239021322,0.06198342692837675,0.692232869263775,0.12363913982457315,0.06198342692837675,224.9835630280159,61.68934056446025,-1.2962185927705434,61.545458703855374,3.655567246814952,True,ok,,,0.137,3
WEG_W22_IE5_50HZ_2P_132kW_004,,,,,50.0,2,400.0,132000.0,2986.0,223.0,,9.1,3.5,4.0,0.005147380279441986,2816.192274133745,0.004666666666666667,0.03198580917583187,199.61656849885716,0.005231558602661599,0.037571597524538244,-1.976155556056247,0.00537605126576865,0.09282937797749073,0.05274034468059714,0.5746474166547604,0.09356774515748018,0.05274034468059714,224.55791777388728,53.717488217797495,-1.7702631579780643,80.64641681411993,2.7844748303134863,True,ok,,,0.27,4
WEG_W22_IE5_50HZ_2P_150kW_005,,,,,50.0,2,400.0,150000.0,2985.0,251.0,,9.8,3.3,3.9,0.005647374493145258,2951.7915971007233,0.005,0.032224185193516386,227.97412804398635,0.0049118941994326076,0.02740698544286462,-1.7234523027142956,0.005029604871998598,0.08636139411797704,0.04393728129056475,0.6869361662910294,0.08718042882420732,0.04393728129056475,224.83712020532576,51.377337077464894,-2.680986678386944,85.05030899117058,2.6435779348981203,True,ok,,,0.194,5
WEG_W22_IE5_50HZ_2P_160kW_006,,,,,50.0,2,400.0,160000.0,2986.0,265.0,,9.2,3.6,3.7,0.0044274676312547785,3416.480955333185,0.004666666666666667,0.032938842034737875,242.20452312969854,0.004317231558661759,0.03245377922733324,-2.0219258896225965,0.004443621892043,0.08637643608896446,0.04362522948536178,0.6946149619985317,0.08723694648047327,0.04362522948536178,225.0625160143759,44.478341993082786,-1.4021902194758695,82.19460744720251,2.7381664443004268,True,ok,,,0.147,6
WEG_W22_IE5_50HZ_2P_185kW_007,,,,,50.0,2,400.0,185000.0,2983.0,303.0,,7.9,2.8,3.0,0.005242931328151209,3197.7336683748113,0.005666666666666667,0.030686923074704952,285.06717525978,0.004424101267303754,0.03030658951842401,-1.9297734697476885,0.004533216850664558,0.09313983138509863,0.0448449941920118,0.7423692227956834,0.09401692555228935,0.0448449941920118,224.16664040192597,47.143403310343885,-5.1263774183940995,76.81042417101972,2.918440339592646,True,ok,,,0.159,7
WEG_W22_IE5_50HZ_2P_200kW_008,,,,,50.0,2,400.0,200000.0,2980.0,327.0,,7.3,2.9,2.7,0.004439207303650428,3449.739944380866,0.006666666666666667,0.03748087678508827,306.1129788537317,0.004832143058511805,0.03415627519049699,-1.9622078868101447,0.004982153625376313,0.09829573974698791,0.04435649144986744,0.8110665206117478,0.09954576729618483,0.04435649144986744,223.95998477672964,43.61900513361303,-2.873405412457089,76.93462620766508,2.9110427361043874,True,ok,,,0.188,8
WEG_W22_IE5_50HZ_2P_220kW_009,,,,,50.0,2,400.0,220000.0,2986.0,368.0,,9.8,3.6,3.7,0.004606741155672968,3857.699393538705,0.004666666666666667,0.032938842034737875,333.4595916369116,0.0031296920742782345,0.02039330382249115,-1.8786606496987093,0.003214736763512329,0.06362357113299327,0.029477241640081808,0.7823583995310818,0.06433792415695908,0.029477241640081808,224.6608397861714,39.25072001563777,-2.8972877447146175,122.852231260357,1.8287078507353645,True,ok,,,0.227,9
WEG_W22_IE5_50HZ_2P_250kW_010,,,,,50.0,2,400.0,250000.0,2983.0,413.0,,8.7,3.2,3.2,0.004199477051314461,4147.086879431393,0.005666666666666667,0.03535850870738009,380.2349484704578,0.0033213003113920243,0.020772947575327088,-1.8385116935789538,0.003414174987086967,0.06552946215837438,0.02961175800848972,0.8087551976184244,0.06632931667243817,0.02961175800848972,224.28275142000905,36.388979093266485,-3.774210076546524,120.04141596065946,1.8683780895546254,True,ok,,,0.174,10
